Student ID,kontrola_ID,registry_list_row,Place,Neidentifikovaná,reference count,Zpracoval,kontroloval (ID + meno),Pages_or_folios,Lokalita_latinsky,Typ_lokality,Identifikace_lokality_z_poznámky,Département_or_province,Arrondissement (arrond.),Canton (cant.),Commune (comm.),y_coordinates,x_coordinates,Poznámky k doplněným souřadnicím (nejistota apod.),Kontrola text,Přesnost-studenti,y_kontrola,x_kontrola,kontrola_Department,kontrola_Arrondissement,kontrola_Canton,"kontrola (A - pôvodná lokalizácia, B - oprava)",kontrola_DZ,Precision_DZ
4,5,193,Camon monastery,0,1.00,Hruban,Jánov,,,monastery or convent,,,,,,,,neidentifikováno,"Popis doplnený: One Peyrelade is Tarn, comm. Lempaut, cant. Puylaurens,arrond. Castres (DTF), 10km NNW of Sorèze
Nájdený: L'Abbaye-Château de Camon",,43.022,1.968,Ariège,Pamiers,Mirepoix,,,
4,5,194,Campes,0,1.00,Hruban,Jánov,XXV:57v,de Campas,settlement,"Saint-Marcel-Campes, cant. Cordes-sur-Ciel, arrond. Albi",Saint-Marcel-Campes,Albi,Cordes-sur-Ciel,,44.07,1.983,,ok,1,44.070,1.983,Tarn,Albi,Cordes-sur-Ciel,,,
4,5,195,Campourliac,0,0.00,Hruban,Jánov,,,settlement,"One of two disappeared places of this name: Haute-Garonne, comm. Pré- serville, cant. Lanta, arrond. Toulouse; Saisimentum, p. 484; Haute-Garonne, comm. Mourvilles-Basses, cant. Caraman, arrond. Toulouse, now Campourliac; Font-Réaulx",Haute-Garonne,Toulouse,Lanta,Pré- serville,,,nenalezeno v mapě,ok,,,,,,,,,3
4,5,196,Candeno,1,1.00,Hruban,Jánov,XXVI:74v,,settlement,,,,,,,,,,,,,,,,,,
4,5,197,Canteloup,0,1.00,Hruban,Jánov,XXV:242r,Cantalop,settlement,Not identified. Cantalop of the ms presented here was the very common place-name Canteloup,,,,,,,více možností,ok,,,,,,,,,
4,5,198,Cantepoule,0,5.00,Hruban,Jánov,"XXV:85r, XXV:88r, XXV:127v–128v",de Cantapla;  Cantapola,settlement,"Tarn, mairie Cuq-Toulza, arrond. Castres",Tarn,Castres,,mairie Cuq-Toulza,,,nenalezen v mapě,ok,,,,,,,,,
4,5,199,Capellan,1,2.00,Hruban,Jánov,XXV:323r–v,,settlement,Not identified. See Capelle and Chapelle in DTF,,,,,,,neidentifikováno,,,,,,,,,,
4,5,200,Capelle,0,0.00,Hruban,Jánov,,,settlement,Not identified. See Capelle and Chapelle in DTF,,,,,,,neidentifikováno,ok,,,,,,,,,
4,5,201,Caragoudes,0,3.00,Hruban,Jánov,"XXV:13r, XXVI:66v, XXVI:68v",versus Cargodas,settlement,"Haute-Garonne, cant. Caraman, arrond. Toulouse; Font-Réaulx",Haute-Garonne,Toulouse,,Caraman,43.499,1.701,,ok,2,43.499,1.701,Haute-Garonne,Toulouse,Caraman,,,
4,5,202,Caraman,0,12.00,Hruban,Jánov,"XXV:12v, XXV:14r, XXV:16v, XXV:18r, XXV:33r, XXV:228v–229r, XXV:229v, XXV:313v, XXVI:35r–v, XXVI:65v",de Caramanno,settlement,"Haute-Garonne, comm. and cant. Villefranche-de-Lauragais, arrond. Toulouse",Haute-Garonne,Toulouse,Caraman,Villefranche-de-Lauragais,43.53,1.758,,"ok, Zmena kantonu",2,43.530,1.758,Haute-Garonne,Toulouse,Caraman,,,
4,5,204,Carcassès,0,4.00,Hruban,Jánov,"XXV:208r, XXV:299v, XXVI:16v, XXVI:26v",de Carcassesio,region-large,"Region of the Aude, whose centre is Carcassonne",Aude,Carcassonne,,,,,nenalezeno v mapě,ok,,,,,,,,,
4,5,205,Carcassonne,0,14.00,Hruban,Jánov,"XXV:9r, XXV:208r, XXV:271v, XXV:272v, XXVI:38v, XXVI:49v, XXVI:50v–51r, XXVI:54r, XXVI:76v, XXV:166v, XXV:9r, XXV:229r, XXV:319v",de Carcassona,settlement,"City, diocese; Aude",Aude,Carcassonne,Carcassonne,,43.211,2.351,v centru jsou 3 kostely - zaměřeno na katedrálu sv. Michaela,"ok, doplnený kanton",1,43.211,2.351,Aude,Carcassonne,Carcassonne,,,
4,5,210,Carlipa,0,1.00,Hruban,Jánov,XXV:283r,de Carlipaco,settlement,"Aude, cant. Castelnaudary-Nord, arrond. Carcassonne Font-Réaulx, p. 900.",Aude,Carcassonne,Castelnaudary-Nord,,43.307,2.127,,ok,2,43.307,2.127,Aude,Carcassonne,Castelnaudary-Nord,,,
4,5,211,Casals,0,0.00,Hruban,Jánov,,,settlement,"Not identified. See Casals, Cazales, Cazals and Cazelles in DTF",,,,,,,neidentifikováno,"ok, ""Casals"" nenašlo ale ""Cazals"" už hej",,,,,,,,,
4,5,212,Casels,1,2.00,Hruban,Jánov,"XXV:27v, XXV:28v",,settlement,,,,,,,,,,,,,,,,,,
4,5,213,Casmors,1,3.00,Hruban,Jánov,"XXVI:Catmort, XXV:287v, XXV:290r",,settlement,,,,,,,,,,,,,,,,,,
4,5,214,Cassès,0,0.00,Hruban,Jánov,,,settlement,"Not identified. Duvernoy, Registre, p. 179: Cassès.",,,,,,,neidentifikováno,ok,,,,,,,,,
4,5,215,Casset,0,0.00,Hruban,Jánov,,,settlement,"Not identified. See Casset, DTF. See dominus Guillelmus de Cassitis",,,,,,,neidentifikováno,ok,,,,,,,,,
4,5,216,of Cassitis,1,0.00,Hruban,Jánov,,,settlement,,,,,,,,,,,,,,,,,,
4,5,217,Castagné,0,6.00,Hruban,Jánov,"XXV:235v, XXV:236v, XXV:239v–241r",del Castanher,settlement,"Perhaps Tarn-et-Garonne, comm. Albefeuille-Lagarde, cant. and arrond. Castelsarrasin",Tarn-et-Garonne,Castelsarrasin,Castelsarrasin,Albefeuille-Lagarde,44.05,1.106,nejistota shody názvu v tabulce a v mapě,ok,1,44.050,1.106,Tarn-et-Garonne,Castelsarrasin,Castelsarrasin,,,
4,5,218,Castanet,0,1.00,Hruban,Jánov,XXV:6r,de Castaneto,settlement,"Tarn-et-Garonne, cant. Beaumont-de-Lomagne, comm. Gariès; Saisimentum",Tarn-et-Garonne,Rodez,Beaumont-de-Lomagne,Gariès,44.278,2.291,,"ok, Doplnený arrondissment",1,44.278,2.291,Aveyron,Rodez,Baraqueville-Sauveterre,,,
4,5,219,Castelnau,0,3.00,Hruban,Jánov,"XXV:243v, XXVI:56v, XXVI:57v",de Castronovo,settlement,"Either one of the many places called Castelnau (DTF), or Castelnaudary",,,,,,,více možností,"ok, nájdená malá obec Castelnau",1,44.375,-0.802,,,,,,
4,5,220,Castelnaudary,0,3.00,Hruban,Jánov,"XXV:19r, XXV:99v, XXVI:14v",apud Castrum Nouum de Arrio,settlement,"Aude, cant. and arrond. Carcassonne",Aude,Carcassonne,Carcassonne,,43.317,1.957,více kostelů v centru - zaměřeno na Collégiale Saint-Michel,ok,1,43.317,1.957,Aude,Carcassonne,Castelnaudary,,,
4,5,221,Castenau of Helena (Castelnau- Montratier),Castenau of Helena (Castelnau- Montratier),1.00,Hruban,Jánov,XXV:58v,Castrum Novum den Helena,settlement,Castenau of Helena (Castelnau- Montratier),Castenau of Helena (Castelnau- Montratier),Cahors,Cahors,Castenau of Helena (Castelnau- Montratier),44.266,1.354,,ok,1,44.266,1.354,Lot,Cahors,Castelnau-Montratier,,,
4,5,222,Castelsarrasin,0,0.00,Hruban,Jánov,,,settlement,"Raymond VII’s seneschal, and bailli for Castelsarrasin, Raymond of Alfaro was the son of a leader of mercenary soldiers in Navarre and an illegitimate daughter of Raymond VI. See on him and his career Taylor, Heresy in Medieval France",Tarn et Garonne,Castelsarrasin,Castelsarrasin,,,,neidentifikováno,Nájdené na mape,1,44.038,1.107,Tarn-et-Garonne,Castelsarrasin,Castelsarrasin,,,
4,5,223,Castillon,0,0.00,Hruban,Jánov,,,settlement,,,,,,,,neidentifikováno,Nájdených viacero obcí s názvom Castillon,,,,,,,,,
4,5,224,Castres,0,19.00,Hruban,Jánov,"XXV:184r, XXV:191v, XXV:192v, XXV:195v, XXV:204v, XXV:205v–206r, XXV:245v, XXV:303r, XXV:305r, XXV:309v–310r, XXV:330r, XXVI:54r, XXV:150v, XXV:195v, XXV:204v, XXV:205v–206r",de Castris,settlement,"Ermengau Lauterii was assigned as lecturer in theology to Montauban (), designated preacher general for Castres (), and he was prior of Castres (–), Narbonne (–), Montauban (–) and Bergerac (). He died in . ACP, pp. , , –; Gui, De fundatione, p. ; ‘Mort des Prieurs’, no. , p. ; v below",Tarn,Castres,Castres,,,,Zamerané na katedrálu Saint Benoid,Nájdené mesto,1,43.604,2.242,Tarn,Castres,Castres,,,
4,5,226,Catalonia,0,1.00,Hruban,Jánov,XXV:303v,haereticorum Cataloniae,region-large,"On the heretical church of Catalonia, see Duvernoy, Histoire, pp. –; the account of Philip, p. , uses only D–. Catalonia had a succession of deacons. In  Raymond John of Albi attested seeing Peter of Corona, deacon of the heretics of Catalonia, just after attending the heretical council of Pieusse in",,,,,,,španielský región Katalánsko,Nájdený región v Španielsku,,,,,,,,,
4,5,227,Catusse,0,0.00,Hruban,Jánov,,,settlement,"Not identified. There are various place-names etymologically connected with the presence of catuça (spurge), such as Catusse and Catuzières",,,,,,,neidentifikováno,Aktualizovaná poznámka,,,,,,,,,
4,5,228,Catuzières,0,0.00,Hruban,Jánov,,,settlement,,,,,,,,neidentifikováno,ok,,,,,,,,,
4,5,229,Caubon,0,4.00,Hruban,Jánov,"XXV:234v, XXV:235v, XXV:236v, XXV:238r",de Cantone;  Caubon;  Cautone,settlement,"Not found in ACP. Caubon: Lot-et-Garonne, comm. Caubon-Saint-Sauveur, cant. Seyches, arrond. Marmande",Lot-et-Garonne,Marmande,Seyches,Caubon-Saint-Sauveur,44.593,0.176,,ok,,44.593,0.176,Lot-et-Garonne,Marmande,Seyches,,,
4,5,230,Caubous,0,1.00,Hruban,Jánov,XXV:330v,de Caubosio,settlement,,Haute Garonne,Saint Gaudens,Bagneres de Luchon,,,,nenalezeno v rejstříku,Nájdené na mape,1,42.851,0.523,Haute-Garonne,Saint-Gaudens,Bagnères-de-Luchon,,,
4,5,231,Caucalières,0,3.00,Hruban,Jánov,"XXV:209r, XXVI:52v, XXVI:52r",de Cantaleriis;  Caucaleriis,settlement,"Tarn, cant. Mazamet-Sud-Ouest, arrond. Castres",Tarn,Castres,Mazamet-Sud-Ouest,Mazamet-Sud-Ouest,43.522,2.313,,"ok, Pridaný Kanton",1,43.522,2.313,Tarn,Castres,Mazamet-Sud-Ouest,,,
4,5,233,Caumont,0,0.00,Hruban,Jánov,,,settlement,,,,,,,,neidentifikováno,Nájdeno viacero obcí v oblasti južného Francúzska,,,,,,,,,
4,5,234,Caunes,0,1.00,Hruban,Jánov,XXV:193v,apud Caunas,settlement,"Caubes-Minervois, Aude, cant. Peyriac-Minervois, ch.-lieu cant., arrond. Carcassonne","Caubes-Minervois, Aude",Carcassonne,Peyriac-Minervois,,,,nenalezeno na mapě,ok,,,,,,,,,
4,5,235,Caussade,0,1.00,Hruban,Jánov,XXV:188v,apud Calciatam,settlement,"Tarn-et-Garonne, ch.-lieu cant., arrond. Montauban",Tarn-et-Garonne,Montauban,Caussade,,44.161,1.537, ,ok,1,44.161,1.537,Tarn-et-Garonne,Montauban,Caussade,,,
4,5,236,Caussére,0,3.00,Hruban,Jánov,"XXV:292r, XXV:294r, XXV:295r",de Caucer,settlement,"Haute-Garonne, comm. Merville, cant. Grenade, arrond. Toulouse",Haute-Garonne,Toulouse,Grenade,Merville,43.392,6.349,"na současné mapeě se nenachází vhodný lokalizační bod, a tak jsem označil severní budouvu komplexu ""Moulin a huile mediveal""",ok,2,43.392,6.349,,,,,,
4,5,237,Caux,0,1.00,Hruban,Jánov,XXV:64r,de Cautio,settlement,"Caux: Aude, cant. Alzonne, comm. Caux-et-Sauzens, arrond. Carcassonne",Aude,Carcassonne,Alzonne,Caux-et-Sauzens,43.507,3.369,,ok,1,43.507,3.369,Hérault,Béziers,Pézenas,,,
4,5,238,Cavartium,1,1.00,Hruban,Jánov,XXV:237v,,unknown,,,,,,,,,,,,,,,,,,
4,5,239,Cave,0,3.00,Hruban,Jánov,"XXV:256v, XXV:269v, XXV:321v",de Cave’;  Cavibus,settlement,"Tarn, comm. Dourgne, ch.-lieu cant., arrond. Castres",Tarn,Castres,Cave,Dourgne,,,nenalezeno na mapě,ok,,,,,,,,,
4,5,240,Caylus,0,1.00,Hruban,Jánov,XXV:21r,in mercato de Caslutio,part of settlement,"Tarn-et-Garonne, ch.-lieu; Saisimentum",Tarn-et-Garonne,Montauban,Caylus,,44.236,1.772,,"ok, doplnený Arrondissment",1,44.236,1.772,Tarn-et-Garonne,Montauban,Caylus,,,
4,5,241,Cazales,0,0.00,Hruban,Jánov,,,settlement,"Not identified. See Casals, Cazales, Cazals and Cazelles in DTF",,,,,,,neidentifikováno,"ok, Doplnená poznámka",,,,,,,,,
4,5,242,Cazals,0,0.00,Hruban,Jánov,,,settlement,"Not identified. See Casals, Cazales, Cazals and Cazelles in DTF",,,,,,,Nájdené na viacerých miestach,"ok, Doplnená poznámka",,,,,,,,,
4,5,243,Cazelles,0,0.00,Hruban,Jánov,,,settlement,"Not identified. See Casals, Cazales, Cazals and Cazelles in DTF",,,,,,,neidentifikováno,"ok, Doplnená poznámka",,,,,,,,,
4,5,244,Cedals,1,2.00,Hruban,Jánov,"XXVI:66v, XXVI:67r",,settlement,,,,,,,,,,,,,,,,,,
4,5,245,Cépet,0,0.00,Hruban,Jánov,,,settlement,,Haute Garonne,Toulouse,Fronton,,,,neidentifikováno,Nájdené na mape,1,43.751,1.432,Haute-Garonne,Toulouse,Fronton,,,
4,5,246,Cervera,0,1.00,Hruban,Jánov,XXV:142v,de Cerveria,settlement,"Capital of Segarra, province of Lleida, Catalonia, Spain","Lleida, Catalonia, Spain",Capital of Segarra,,,42.44,3.166,"nejistota rozdělení do územních jednotek, nejistota shody názvu města",ok,,42.440,3.166,Pyrénées-Orientales,Céret,Côte Vermeille,,,
4,5,247,Cessales,0,0.00,Hruban,Jánov,,,settlement,,Haute Goronne,Toulouse,Villefranche de Lauragais,,,,neidentifikováno,Nájdené na mape,1,43.457,1.742,Haute-Garonne,Toulouse,Villefranche-de-Lauragais,,,
4,5,248,Cestayrols,0,7.00,Hruban,Jánov,"XXV:59v, XXV:61r–62v, XXV:164r–v",de Sestairol;  Sestairolio;  Sestarollo,settlement,"Tarn, cant. Gaillac, arrond. Albi",Tarn,Albi,Gaillac,,43.981,1.985,,ok,1,43.981,1.985,Tarn,Albi,Gaillac,,,
4,5,249,Champagne,0,0.00,Hruban,Jánov,,,region-large,,,,,,,,neidentifikováno,"ok, Nájdeno viacero lokalít",,,,,,,,,
4,5,250,Chapelle,0,0.00,Hruban,Jánov,,,settlement,Not identified. See Capelle and Chapelle in DTF,,,,,,,neidentifikováno,"ok, Doplnená poznámka",,,,,,,,,
4,5,251,Charles; king; land of,0,1.00,Hruban,,XXV:45v,in terra regis Caruli,region-large,"Charles of Anjou, King of Naples and Sicily (–), and count of Provence from ; J. Dunbabin, Charles I of Anjou: Power, Kingship and StateMaking in Thirteenth-Century Europe (London and New York, ). Attached to Provence, Cuneo is the part of Lombardy alluded to here","Naples, Sicily, Provence",,,,,,nejedná se o místo ale osobu,OK,,,,,,,,,
5,6,252,Chartres,0,0.00,,Kakáčová - 6,,de Carnoto,settlement,Reginald’s place of origin—Chartres—and his mandate by count Alphonse of Poitiers to supervise the administration of the confiscated goods of condemned heretics suggest that he should be numbered among the northern clerics and officials brought to work in the south by Alphonse,Eure et Loir,Chartres,Chartres,,48.448,1.488,,OK,1,48.448,1.488,Eure-et-Loir,Chartres,Chartres,,,
5,6,253,Château Gudanes,0,0.00,,Kakáčová - 6,,,settlement,"Tarn, cant. Gaillac, arrond. Albi; DTF.",Tarn,Albi,Gaillac,,43.897,1.896,Miesto nájdené avšak Canton ani Arrondissement nesedia (zamerané na mesto Gaillac a kostol Eglise saint michel),,1,42.784,1.680,Ariège,Foix,Les Cabannes,,,
5,6,254,Châteauneuf-sur-Loire,0,0.00,,Kakáčová - 6,,,settlement,"Loiret, cant. Châteauneuf-sur-Loire",Loiret,,Châteauneuf-sur-Loire,,47.864,2.22,Nájdené na novej mape Mesto a bod lokalizovaný na kostol Halle Saint Pierre,poznámka nenalezena,2,47.864,2.220,Loiret,Orléans,Châteauneuf-sur-Loire,,,
5,6,255,Château-Verdun,0,2.00,,Kakáčová - 6,"XXV:301v, XXV:304r",de Castro Verduno,settlement,"Ariège, cant. Les Cabannes",Ariège,,Les Cabannes,,42.78,1.678,,"Ariège, cant. Cabannes, arrond. Foix; Font-Réaulx, p. ",1,42.780,1.678,Ariège,Foix,Les Cabannes,,,
5,6,256,Clermont,0,1.00,,Kakáčová - 6,XXV:298v,apud Clarum Montem supra Tholosam,settlement,"Clermont-le-Fort, Haute-Garonne, cant. Castanet-Tolosan, arrond. Toulouse;",Haute Garonne,Tolouse,Castanet-Tolosan,,43.46,1.426,,cant. Toulouse,2,43.460,1.426,Haute-Garonne,Toulouse,Castanet-Tolosan,,,
5,6,257,Cluny,0,0.00,,Kakáčová - 6,,,monastery or convent,"Monastery of Cluny, cant. Cluny, Cluny",Saône-et-Loire,,Cluny,,46.435,4.659,Mestský kláštor,OK,1,46.435,4.659,Saône-et-Loire,Mâcon,Cluny,,,
5,6,258,Collet,0,1.00,,Kakáčová - 6,XXV:7r,de Colleto,settlement,"Aimery of Collet, bishop of the church of Albi, Collet is a very common place-name; DTF
",Tarn,,Albi,,43.928,2.143,"Colle nenájdené, iba Collet, Spája sa to s katedrálou Svatej Cecílie v Albi",OK,2,43.928,2.143,Tarn,Albi,Albi,,,
5,6,259,Compiègne,0,0.00,,Kakáčová - 6,,,settlement,cant. Compiègne Nord,Oise,,Compiègne Nord,,49.417,2.828,Zamerané na Kostol Eglise Saint Jacques,OK,1,49.417,2.828,Oise,Compiègne,Compiègne,,,
5,6,260,Concots,0,5.00,,Kakáčová - 6,"XXV:14r, XXV:95v, XXV:137v, XXV:147r, XXV:155r",de Concos;  Concotz;  Concoutz;  Cumcouts] ch.,settlement,cant. Limogne en Quercy,Lot,,Limogne en Quercy,,44.401,1.644,"v texte nájdená ako meno spájajúce sa s William of Concots, v mape nájdené ako mesto Concots","informace k jménu William of Concots:Lot, cant. Limogne-en-Quercy, arrond. Cahors",1,44.401,1.644,Lot,Cahors,Limogne-en-Quercy,,,
5,6,261,Concorezzo,0,0.00,,Kakáčová - 6,,,settlement,Italy,,,,,45.589,9.332,Mesto spájajúce sa Talianskom,OK,1,45.589,9.332,,,,,,
5,6,262,Condom OP house,0,0.00,,Kakáčová - 6,,,monastery or convent,,,,,,,,neidentifikováno,OK,,,,,,,,,
5,6,263,Connac,0,1.00,,Kakáčová - 6,XXV:8v,de Connaco,settlement,"Possible identifications include Aveyron, cant. Réquista, arrond. Rodez,Tarn, comm. Paulinet, cant. Alban, and Tarn, cant. Valence-d’Albigeois.",Aveyron,Rodez,Réquista,Paulinet,"44,02",2.602,,OK,1,44.020,2.602,Aveyron,Rodez,Réquista,,,3
5,6,264,Contour,1,0.00,,Kakáčová - 6,,,settlement,,,,,,,,,,,,,,,,,,
5,6,265,Contrast,0,1.00,,Kakáčová - 6,XXVI:14v,de Contrasto,settlement,"Verdun-le-Lauragais: see 12v n. 3 above.; Verdun-le-Lauragais: Aude, cant. Castelnaudary-Nord, arrond. Carcassonne;
Font-Réaulx, p. 1101",Aude,Carcassonne,Castelnaudary-Nord,,43.364,2.06,,OK,2,43.364,2.060,Aude,Carcassonne,Castelnaudary-Nord,,,
5,6,266,Cordes,0,11.00,,Kakáčová - 6,"XXV:54v, XXV:55v–56r, XXV:57r–58r, XXV:177v, XXV:179r, XXV:301r, XXV:56v, XXV:55(bis)r",de Cordua,settlement,"Cordes-sur-Ciel, Tarn, ch.-lieu, arrond. Albi; Saisimentum, p.380; Possibly a relative of Benedict Molinier of Cordes, a believer of heretics
posthumously sentenced by Bernard Gui, September 30 1319; ",Tarn,Albi,,,,,podľa názvu nenájdená žiadna lokalita,Souřadnice podle Cordes-sur-Ciel,2,44.064,1.951,Tarn,Albi,Cordes-sur-Ciel,,,
5,6,269,Corneilhan,0,12.00,,Kakáčová - 6,"XXV:248r, XXV:259v, XXV:260v, XXV:264r, XXV:268r, XXV:292r, XXV:294v, XXV:33r, XXV:34v, XXV:264r, XXVI:6r–v",de Corneliano,settlement,"Disappeared place, Tarn, near Las Touzeilles, comm. Palleville, cant. Dourgne, ch.-lieu cant., arrond. Castres; Saisimentum, p. 380",Tarn,Castres,Dourgne,Palleville,,,podľa názvu lokality nájdená iná ,,1,43.400,3.192,Hérault,Béziers,Béziers 3e Canton,,,
5,6,270,Corona,1,1.00,,Kakáčová - 6,XXV:304v,,settlement,,,,,,,,,,,,,,,,,,
5,6,271,Couiza,0,4.00,,Kakáčová - 6,"XXV:145r, XXV:247r, XXV:311v, XXVI:26v",de Couizano;  Covisano,settlement,"Aude, ch.-lieu. cant, arrond. Limoux; Font-Réaulx, pp. 505, 534, 539.",Aude,Limoux,Couiza,,42.943,2.253,,OK,1,42.943,2.253,Aude,Limoux,Couiza,,,
5,6,272,Couserans,0,1.00,,Kakáčová - 6,XXV:226r,from Coseranensis,region-large,"City, diocese, Ariège; Font-Réaulx, p. 917",,,,,,,,"Na googlemaps namezeno: Couserans, Sainte-Camelle",2,43.267,1.764,Aude,Carcassonne,Salles-sur-l'Hers,,,
5,6,273,of Crasso,1,3.00,,Kakáčová - 6,"XXVI:58r, XXVI:60r, XXVI:62v",,settlement,,,,,,,,,,,,,,,,,,
5,6,274,Cremona,0,8.00,,Kakáčová - 6,"XXV:16v, XXV:19r, XXV:300r–302r, XXV:322v",in Cremonam,settlement,"City, capital of province of Cremona, Lombardy.",,,,,,,,OK,2,45.133,10.026,,,,,,
5,6,275,Cugnaux,0,0.00,,Kakáčová - 6,,,settlement,"Probably Cugnaux, Haute-Garonne, comm. Villeneuve-Tolosane, cant. Tournefeuille, arrond. Toulouse",Haute-Garonne,Toulouse,Tournefeuille,Villeneuve-Tolosane,43.537,1.345,,OK,1,43.537,1.345,Haute-Garonne,Toulouse,Tournefeuille,,,
5,6,276,Cumiès,0,1.00,,Kakáčová - 6,XXV:311v,de Cutmerio,settlement,"Aude, cant. Salles-sur-l’Hers, ch.-lieu cant., arrond. Carcassonne; FontRéaulx, p. 919",Aude,Carcassonne,Salles-sur-l’Hers,,43.296,1.842,,OK,1,43.296,1.842,Aude,Carcassonne,Salles-sur-l'Hers,,,
5,6,277,Cuneo,0,17.00,,Kakáčová - 6,"XXV:18v–19r, XXV:146r–v, XXV:247v, XXV:299r–v, XXV:306v, XXV:307v, XXV:309r–v, XXV:311v–312r, XXV:319v, XXV:328v–329r, XXV:330r",apud Achoniam;  Conium;  Cuneum;  Cuni,settlement,"City in Piedmont, capital of province of Cuneo; Coni in French.",,,,,,,,Nalezeno pouze v Itálii,,,,,,,,"Lze lokalizovat. Ano, je to v dnešní Itálii. Důležitý tranzitní bod katarské emigrace.",
5,6,278,of Cunho,1,0.00,,Kakáčová - 6,,,settlement,,,,,,,,,,,,,,,,,,
5,6,279,of Cunno Faureio; Cunno Faverio,1,1.00,,Kakáčová - 6,XXVI:32r,,settlement,,,,,,,,,,,,,,,,,,
5,6,280,Cuqserviès,0,2.00,,Kakáčová - 6,"XXV:319v, XXVI:16v",de Puerio Cuerio;  Querio Cerverio,settlement,"Aude, comm. Roquefère, cant. Mas-Cabardès, arrond. Carcassonne; FontRéaulx, p. 919",Aude,Carcassonne,Mas-Cabardès,Roquefère,,,podľa názvu nenájdená žiadna lokalita,OK,,,,,,,,,
5,6,281,Cuq-Toulza,0,1.00,,Kakáčová - 6,XXV:99r,supra Cucum;  diocesis Tholosanensis,settlement,"Cuq-Toulza, Tarn, ch.-lieu cant., arrond. Castres; Font-Réaulx, p. 919.",Tarn,Castres,Cuq-Toulza,,43.558,1.892,,OK,1,43.558,1.892,Tarn,Castres,Cuq-Toulza,,,
5,6,282,Damiac wood,0,0.00,,Kakáčová - 6,,,place (not settlement),"wood near Damiac (Haute-Garonne, comm. Fourquevaux, cant. Montgiscard, arrond. Toulouse)",Haute-Garonne,Toulouse,Montgiscard,Fourquevaux,43.5,1.629,,poznámka nenalezena,2,43.500,1.629,Haute-Garonne,Toulouse,Montgiscard,,,
5,6,283,Dax,0,0.00,,Kakáčová - 6,,de Aquen’,settlement,William Bernard of Dax,,,,,,,,souřadnice kostela: Cathredále Notredame,1,43.708,-1.053,,,,,,
5,6,284,del Ase,1,1.00,,Kakáčová - 6,XXV:328v,,settlement,,,,,,,,,,,,,,,,,,
5,6,285,del Gras,1,1.00,,Kakáčová - 6,XXVI:45r,,settlement,,,,,,,,,,,,,,,,,,
5,6,286,den Pelissa,1,1.00,,Kakáčová - 6,XXVI:10r,,place (not settlement),,,,,,,,,,,,,,,,,,
5,6,287,Dénat,0,1.00,,Kakáčová - 6,XXV:191r,apud Denat,settlement,"Tarn, cant. Réalmont, arrond. Albi; DTF.",Tarn,Albi,Réalmont,,43.847,2.205,,OK,1,43.847,2.205,Tarn,Albi,Réalmont,,,
5,6,288,Desenzano,0,0.00,,Kakáčová - 6,,,settlement,the church of Desenzano,,,,,,,,"OK, souřadnice nenalezeny",,,,,,,,,
5,6,289,Dordogne,0,0.00,,Kakáčová - 6,,,region-large,,Dordogne,,,,,,,OK,,,,,,,,,
5,6,290,Dourgne,0,13.00,,Kakáčová - 6,"XXVI:22v–23r, XXVI:27r, XXVI:49v–53v, XXVI:23r",de Dornhaco;  Dornhanello;  Dornhano,settlement,"Tarn, cant and arrond. Castres; Font-Réaulx, pp. 772, 775",Tarn,Castres,Dourgne,,43.485,2.139,,OK,1,43.485,2.139,Tarn,Castres,Dourgne,,,
5,6,292,Dreuilhe,0,20.00,,Kakáčová - 6,"XXV:31v, XXV:89r, XXV:128r, XXV:130r, XXV:139v, XXV:151r, XXV:156r, XXV:248r, XXV:252r, XXV:259r, XXV:262v, XXV:268r, XXV:275r, XXV:276v, XXV:283r, XXVI:5r, XXVI:22r, XXVI:30r, XXVI:39v, XXVI:75r",ad Druliam,settlement,"Haute-Garonne, comm. and cant. Revel, arrond. Toulouse; Font-Réaulx, p. 922",Haute-Garonne,Toulouse,Revel,Revel,43.436,1.968,doplnené podľa Google maps,"Souřadnice z Cassiniho: 42.947, 1.86",2,43.436,1.968,Haute-Garonne,Toulouse,Revel,,,
5,6,293,Durfort,0,18.00,,Kakáčová - 6,"XXV:65v, XXV:254r–v, XXV:262v, XXV:264v, XXV:265v, XXV:276v, XXV:278v, XXVI:9r, XXVI:18v–19r, XXVI:24r, XXVI:27r, XXVI:28r, XXVI:30v, XXVI:37r, XXVI:39r, XXVI:40v",apud Durumfortem,settlement,"Tarn, cant. Dourgne, arrond. Castres; Font-Réaulx, p. 922",Tarn,Castres,Dourgne,,43.439,2.068,,OK,1,43.439,2.068,Tarn,Castres,Dourgne,,,
5,6,294,Endoufielle,0,1.00,,Kakáčová - 6,XXV:243r,prope Andevilla,settlement,"Gers, cant. l’Isle-Jourdain, arrond. Auch; Font-Réaulx, p. 780",Gers,Auch,l’Isle-Jourdain,,43.55,1.025,,OK,1,43.550,1.025,Gers,Auch,L'Isle-Jourdain,,,
5,6,295,England,0,0.00,,Kakáčová - 6,,,region-large,"On the sterling money of England, which circulated also in Gascony and Guyenne see Spufford, Handbook, pp. 198–210.",,,,,,,,OK,,,,,,,,,
5,6,296,Esperavel,1,1.00,,Kakáčová - 6,XXV:285v,,settlement,,,,,,,,,,,,,,,,,,
